,level,Passed,Department,Ann.Supp,Year,Gender
250,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,M
251,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,M
256,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
257,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
258,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
259,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
260,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
261,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
262,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
263,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,M
265,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
266,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
267,16 Years of Edu. ,28,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
268,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
269,Master 16 Years of Edu. ,14,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
270,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
271,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
272,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
273,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,M
278,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
279,16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
280,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
281,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
282,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
283,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
284,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
285,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,M
287,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
288,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
289,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
290,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
291,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
292,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
293,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
294,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
295,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,M
300,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
301,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
302,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
303,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
304,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
305,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
306,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
307,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,M
309,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
310,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
311,16 Years of Edu. ,86,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
312,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
313,Master 16 Years of Edu. ,28,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
314,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
315,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
316,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
317,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,M
322,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
323,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
324,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
325,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
326,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
327,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
328,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
329,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,M
331,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
332,15 Years of Edu. ,11,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
333,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
334,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
335,Master 16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
336,Master (Hons) 16+ Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
337,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
338,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
339,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,M
344,15 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
345,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
346,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
347,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
348,Master (Hons) 16+ Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
349,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
350,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
351,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,M
353,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
354,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
355,16 Years of Edu. ,96,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
356,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
357,Master 16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
358,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
359,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
360,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
361,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,M
366,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
367,16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
368,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
369,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
370,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
371,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
372,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
373,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,M
375,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
376,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
377,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
378,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
379,Master 16 Years of Edu. ,25,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
380,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
381,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
382,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
383,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,M
388,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
389,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
390,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
391,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
392,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
393,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
394,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
395,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,M
397,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
398,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
399,16 Years of Edu. ,15,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
400,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
401,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
402,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
403,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
404,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
405,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,M
410,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
411,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
412,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
413,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
414,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
415,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
416,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
417,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,M
419,Bachelor 14 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
420,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
421,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
422,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
423,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
424,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
425,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
426,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
427,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,M
432,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
433,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
434,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
435,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
436,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
437,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
438,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
439,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,M
441,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
442,15 Years of Edu. ,87,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
443,16 Years of Edu. ,8,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
444,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
445,Master 16 Years of Edu. ,30,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
446,Master (Hons) 16+ Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
447,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
448,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
449,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,M
454,15 Years of Edu. ,8,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
455,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
456,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
457,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
458,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
459,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
460,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
461,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,M
463,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
464,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
465,16 Years of Edu. ,38,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
466,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
467,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
468,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
469,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
470,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
471,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,M
476,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
477,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
478,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
479,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
480,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
481,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
482,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
483,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,M
485,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
486,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
487,16 Years of Edu. ,11,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
488,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
489,Master 16 Years of Edu. ,16,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
490,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
491,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
492,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
493,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,M
498,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
499,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
500,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
501,Master 16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
502,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
503,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
504,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
505,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,supply,2014,M
507,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
508,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
509,16 Years of Edu. ,16,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
510,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
511,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
512,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
513,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
514,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
515,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,annual,2014,M
520,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
521,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
522,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
523,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
524,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
525,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/FRESH WATER BIOLOGY & FISHERIES.csv,supply,2014,M
